,Factor,Nodo,Valor,Fecha
10981,IB1,18MO,0.86007451,20190930
10982,IB1,1MO,0.253456566,20190930
10983,IB1,1Y,0.77581791,20190930
10984,IB1,2M,0.348528125,20190930
10985,IB1,2Y,1.047669725,20190930
10986,IB1,3MO,0.388670968,20190930
10987,IB1,3Y,1.2002,20190930
10988,IB1,4MO,0.594881818,20190930
10989,IB1,5Y,1.11826,20190930
10990,IB1,6MO,0.668527143,20190930
10991,IB1,9MO,0.689381481,20190930
10992,IPC,10Y,2.26977,20190930
10993,IPC,15Y,2.833596429,20190930
10994,IPC,18MO,1.566889252,20190930
10995,IPC,1MO,0.78770137,20190930
10996,IPC,1Y,1.407176908,20190930
10997,IPC,20Y,3.3953,20190930
10998,IPC,25Y,3.456919048,20190930
10999,IPC,2M,0.734465333,20190930
11000,IPC,2Y,1.628091016,20190930
11001,IPC,3MO,0.933641096,20190930
11002,IPC,3Y,1.713971493,20190930
11003,IPC,4MO,1.060313333,20190930
11004,IPC,4Y,1.846189041,20190930
11005,IPC,5Y,2.010148571,20190930
11006,IPC,6MO,1.131209244,20190930
11007,IPC,9MO,1.222652941,20190930
11008,FS,10Y,6.077102727,20191001
11009,FS,15Y,5.195666667,20191001
11010,FS,18MO,5.255741844,20191001
11011,FS,1MO,4.55118981,20191001
11012,FS,1Y,5.100291152,20191001
11013,FS,2M,4.670609263,20191001
11014,FS,2Y,5.42822119,20191001
11015,FS,3MO,4.761540333,20191001
11016,FS,3Y,5.569319149,20191001
11017,FS,4MO,4.773710247,20191001
11018,FS,4Y,5.685575,20191001
11019,FS,5Y,5.801941176,20191001
11020,FS,6MO,4.883895143,20191001
11021,FS,9MO,4.954509217,20191001
11022,IB1,18MO,0.849841379,20191001
11023,IB1,1MO,0.255096774,20191001
11024,IB1,1Y,0.774101124,20191001
11025,IB1,2M,0.345458416,20191001
11026,IB1,2Y,1.019576522,20191001
11027,IB1,3MO,0.392133929,20191001
11028,IB1,3Y,1.198070833,20191001
11029,IB1,4MO,0.585602899,20191001
11030,IB1,5Y,1.11542,20191001
11031,IB1,6MO,0.658928365,20191001
11032,IB1,9MO,0.690748193,20191001
11033,IPC,10Y,2.268600592,20191001
11034,IPC,15Y,2.81525,20191001
11035,IPC,18MO,1.562899535,20191001
11036,IPC,1MO,0.783524324,20191001
11037,IPC,1Y,1.381160429,20191001
11038,IPC,20Y,3.393057143,20191001
11039,IPC,25Y,3.454695238,20191001
11040,IPC,2M,0.743940506,20191001
11041,IPC,2Y,1.680010853,20191001
11042,IPC,3MO,0.928629851,20191001
11043,IPC,3Y,1.727701802,20191001
11044,IPC,4MO,1.058307692,20191001
11045,IPC,4Y,1.844228767,20191001
11046,IPC,5Y,2.008553521,20191001
11047,IPC,6MO,1.131245614,20191001
11048,IPC,9MO,1.223367568,20191001
11049,FS,10Y,6.081072727,20191002
11050,FS,15Y,5.197666667,20191002
11051,FS,18MO,5.283275177,20191002
11052,FS,1MO,4.562276923,20191002
11053,FS,1Y,5.11179089,20191002
11054,FS,2M,4.679063325,20191002
11055,FS,2Y,5.435289134,20191002
11056,FS,3MO,4.779766667,20191002
11057,FS,3Y,5.569740426,20191002
11058,FS,4MO,4.805565289,20191002
11059,FS,4Y,5.69255,20191002
11060,FS,5Y,5.807905882,20191002
11061,FS,6MO,4.906501582,20191002
11062,FS,9MO,4.967264957,20191002
11063,IB1,18MO,0.891335821,20191002
11064,IB1,1MO,0.272651163,20191002
11065,IB1,1Y,0.783364662,20191002
11066,IB1,2M,0.358662745,20191002
11067,IB1,2Y,1.004493162,20191002
11068,IB1,3MO,0.409366667,20191002
11069,IB1,3Y,1.219704,20191002
11070,IB1,4MO,0.600533333,20191002
11071,IB1,5Y,1.1281,20191002
11072,IB1,6MO,0.675086408,20191002
11073,IB1,9MO,0.709368235,20191002
11074,IPC,10Y,2.273431361,20191002
11075,IPC,15Y,2.818232143,20191002
11076,IPC,18MO,1.57532704,20191002
11077,IPC,1MO,0.791465753,20191002
11078,IPC,1Y,1.388437743,20191002
11079,IPC,20Y,3.3947,20191002
11080,IPC,25Y,3.47667619,20191002
11081,IPC,2M,0.726726582,20191002
11082,IPC,2Y,1.665605344,20191002
11083,IPC,3MO,0.943070313,20191002
11084,IPC,3Y,1.738798649,20191002
11085,IPC,4MO,1.06643,20191002
11086,IPC,4Y,1.853244444,20191002
11087,IPC,5Y,2.0156,20191002
11088,IPC,6MO,1.139752294,20191002
11089,IPC,9MO,1.223439024,20191002
11090,FS,10Y,6.040783636,20191003
11091,FS,15Y,5.168833333,20191003
11092,FS,18MO,5.28106108,20191003
11093,FS,1MO,4.544475127,20191003
11094,FS,1Y,5.107559671,20191003
11095,FS,2M,4.654741765,20191003
11096,FS,2Y,5.436972578,20191003
11097,FS,3MO,4.672162602,20191003
11098,FS,3Y,5.560472574,20191003
11099,FS,4MO,4.801697262,20191003
11100,FS,4Y,5.654475,20191003
11101,FS,5Y,5.769494118,20191003
11102,FS,6MO,4.907845732,20191003
11103,FS,9MO,4.977015453,20191003
11104,IB1,18MO,0.91019397,20191003
11105,IB1,1MO,0.294654878,20191003
11106,IB1,1Y,0.759754074,20191003
11107,IB1,2M,0.379905051,20191003
11108,IB1,2Y,0.994349573,20191003
11109,IB1,3MO,0.431414815,20191003
11110,IB1,3Y,1.215152,20191003
11111,IB1,4MO,0.584563514,20191003
11112,IB1,4Y,1.1223,20191003
11113,IB1,5Y,1.105775,20191003
11114,IB1,6MO,0.661549519,20191003
11115,IB1,9MO,0.714114815,20191003
11116,IPC,10Y,2.234385799,20191003
11117,IPC,15Y,2.782480357,20191003
11118,IPC,18MO,1.54404918,20191003
11119,IPC,1MO,0.707453333,20191003
11120,IPC,1Y,1.330233012,20191003
11121,IPC,20Y,3.360138095,20191003
11122,IPC,25Y,3.443204762,20191003
11123,IPC,2M,0.680588312,20191003
11124,IPC,2Y,1.660689655,20191003
11125,IPC,3MO,0.947080952,20191003
11126,IPC,3Y,1.676527354,20191003
11127,IPC,4MO,0.982728169,20191003
11128,IPC,4Y,1.80085493,20191003
11129,IPC,5Y,1.970868571,20191003
11130,IPC,6MO,1.052356481,20191003
11131,IPC,9MO,1.135645238,20191003
11132,FS,10Y,6.01164,20191004
11133,FS,15Y,5.270428571,20191004
11134,FS,18MO,5.317117647,20191004
11135,FS,1MO,4.579023134,20191004
11136,FS,1Y,5.109486835,20191004
11137,FS,2M,4.697527451,20191004
11138,FS,2Y,5.451140511,20191004
11139,FS,3MO,4.714388441,20191004
11140,FS,3Y,5.548743697,20191004
11141,FS,4MO,4.818249592,20191004
11142,FS,4Y,5.635375,20191004
11143,FS,5Y,5.7255,20191004
11144,FS,6MO,4.918815444,20191004
11145,FS,9MO,4.980937639,20191004
11146,IB1,18MO,0.894437186,20191004
11147,IB1,1MO,0.100659756,20191004
11148,IB1,1Y,0.734083704,20191004
11149,IB1,2M,0.373221649,20191004
11150,IB1,2Y,0.995669828,20191004
11151,IB1,3MO,0.379366667,20191004
11152,IB1,3Y,1.15378,20191004
11153,IB1,4MO,0.534958974,20191004
11154,IB1,4Y,1.0929,20191004
11155,IB1,5Y,1.0798,20191004
11156,IB1,6MO,0.616948558,20191004
11157,IB1,9MO,0.680174684,20191004
11158,IPC,10Y,2.179452071,20191004
11159,IPC,15Y,2.731998214,20191004
11160,IPC,18MO,1.596928941,20191004
11161,IPC,1MO,0.653894872,20191004
11162,IPC,1Y,1.362399232,20191004
11163,IPC,20Y,3.31182381,20191004
11164,IPC,25Y,3.39652381,20191004
11165,IPC,2M,0.674830263,20191004
11166,IPC,2Y,1.662441667,20191004
11167,IPC,3MO,0.872151613,20191004
11168,IPC,3Y,1.672908,20191004
11169,IPC,4MO,0.929104167,20191004
11170,IPC,4Y,1.782402857,20191004
11171,IPC,5Y,1.912704286,20191004
11172,IPC,6MO,0.999290476,20191004
11173,IPC,9MO,1.135234783,20191004
11174,FS,10Y,6.050773636,20191007
11175,FS,15Y,5.299571429,20191007
11176,FS,18MO,5.294362869,20191007
11177,FS,1MO,4.336519559,20191007
11178,FS,1Y,5.113489284,20191007
11179,FS,2M,4.72205168,20191007
11180,FS,2Y,5.441098004,20191007
11181,FS,3MO,4.704436641,20191007
11182,FS,3Y,5.630940928,20191007
11183,FS,4MO,4.818113386,20191007
11184,FS,4Y,5.6659375,20191007
11185,FS,5Y,5.762406977,20191007
11186,FS,6MO,4.913505058,20191007
11187,FS,9MO,4.978847162,20191007
11188,IB1,18MO,0.870685075,20191007
11189,IB1,1MO,0.104025,20191007
11190,IB1,1Y,0.755236765,20191007
11191,IB1,2M,0.351933333,20191007
11192,IB1,2Y,0.991421429,20191007
11193,IB1,3MO,0.365370588,20191007
11194,IB1,3Y,1.15532,20191007
11195,IB1,4MO,0.524861972,20191007
11196,IB1,4Y,1.0953,20191007
11197,IB1,5Y,1.082766667,20191007
11198,IB1,6MO,0.607090045,20191007
11199,IB1,9MO,0.673056061,20191007
11200,IPC,10Y,2.186633929,20191007
11201,IPC,15Y,2.735192857,20191007
11202,IPC,18MO,1.549578454,20191007
11203,IPC,1MO,0.646866234,20191007
11204,IPC,1Y,1.353048571,20191007
11205,IPC,20Y,3.309947619,20191007
11206,IPC,25Y,3.391495238,20191007
11207,IPC,2M,0.625124419,20191007
11208,IPC,2Y,1.6587375,20191007
11209,IPC,3MO,0.865379661,20191007
11210,IPC,3Y,1.675143111,20191007
11211,IPC,4MO,0.941140909,20191007
11212,IPC,4Y,1.765464706,20191007
11213,IPC,5Y,1.9179,20191007
11214,IPC,6MO,1.00859802,20191007
11215,IPC,9MO,1.136817391,20191007
11216,FS,10Y,6.028196364,20191008
11217,FS,15Y,5.278428571,20191008
11218,FS,18MO,5.308125,20191008
11219,FS,1MO,4.282436235,20191008
11220,FS,1Y,5.112361647,20191008
11221,FS,2M,4.708336589,20191008
11222,FS,2Y,5.434297834,20191008
11223,FS,3MO,4.695925117,20191008
11224,FS,3Y,5.631491667,20191008
11225,FS,4MO,4.808071212,20191008
11226,FS,4Y,5.7156125,20191008
11227,FS,5Y,5.741476744,20191008
11228,FS,6MO,4.906927002,20191008
11229,FS,9MO,4.979036247,20191008
11230,IB1,18MO,0.912170149,20191008
11231,IB1,1MO,0.132309756,20191008
11232,IB1,1Y,0.765735556,20191008
11233,IB1,2M,0.372341584,20191008
11234,IB1,2Y,1.033772414,20191008
11235,IB1,3MO,0.398176,20191008
11236,IB1,3Y,1.17066,20191008
11237,IB1,4MO,0.531909859,20191008
11238,IB1,4Y,1.08115,20191008
11239,IB1,5Y,1.067,20191008
11240,IB1,6MO,0.613330769,20191008
11241,IB1,9MO,0.684983333,20191008
11242,IPC,10Y,2.163289759,20191008
11243,IPC,15Y,2.704826786,20191008
11244,IPC,18MO,1.560682944,20191008
11245,IPC,1MO,0.658549383,20191008
11246,IPC,1Y,1.338114394,20191008
11247,IPC,20Y,3.278104762,20191008
11248,IPC,25Y,3.359461905,20191008
11249,IPC,2M,0.595690361,20191008
11250,IPC,2Y,1.649761798,20191008
11251,IPC,3MO,0.859685185,20191008
11252,IPC,3Y,1.676946875,20191008
11253,IPC,4MO,0.910641176,20191008
11254,IPC,4Y,1.745160294,20191008
11255,IPC,5Y,1.894565753,20191008
11256,IPC,6MO,0.981464646,20191008
11257,IPC,9MO,1.117452941,20191008
11258,FS,10Y,6.041691818,20191009
11259,FS,15Y,5.285714286,20191009
11260,FS,18MO,5.309166201,20191009
11261,FS,1MO,4.328812625,20191009
11262,FS,1Y,5.114084896,20191009
11263,FS,2M,4.70391834,20191009
11264,FS,2Y,5.441637523,20191009
11265,FS,3MO,4.726642314,20191009
11266,FS,3Y,5.63249187,20191009
11267,FS,4MO,4.82146131,20191009
11268,FS,4Y,5.7295,20191009
11269,FS,5Y,5.754616279,20191009
11270,FS,6MO,4.914125596,20191009
11271,FS,9MO,4.979179752,20191009
11272,IB1,18MO,0.917315,20191009
11273,IB1,1MO,0.183677381,20191009
11274,IB1,1Y,0.797275185,20191009
11275,IB1,2M,0.376389691,20191009
11276,IB1,2Y,1.043751724,20191009
11277,IB1,3MO,0.406178,20191009
11278,IB1,3Y,1.168832,20191009
11279,IB1,4MO,0.535289041,20191009
11280,IB1,4Y,1.0672,20191009
11281,IB1,5Y,1.0526,20191009
11282,IB1,6MO,0.616855963,20191009
11283,IB1,9MO,0.721328378,20191009
11284,IPC,10Y,2.174993939,20191009
11285,IPC,15Y,2.695319643,20191009
11286,IPC,18MO,1.575866901,20191009
11287,IPC,1MO,0.65845641,20191009
11288,IPC,1Y,1.332031061,20191009
11289,IPC,20Y,3.270447619,20191009
11290,IPC,25Y,3.35277619,20191009
11291,IPC,2M,0.557562963,20191009
11292,IPC,2Y,1.643609294,20191009
11293,IPC,3MO,0.862665455,20191009
11294,IPC,3Y,1.689584956,20191009
11295,IPC,4MO,0.884574648,20191009
11296,IPC,4Y,1.731422388,20191009
11297,IPC,5Y,1.88012973,20191009
11298,IPC,6MO,0.953716842,20191009
11299,IPC,9MO,1.097325862,20191009
11300,FS,10Y,6.042866972,20191010
11301,FS,15Y,5.305714286,20191010
11302,FS,18MO,5.29661057,20191010
11303,FS,1MO,4.385774691,20191010
11304,FS,1Y,5.107590173,20191010
11305,FS,2M,4.625534129,20191010
11306,FS,2Y,5.449726277,20191010
11307,FS,3MO,4.737182099,20191010
11308,FS,3Y,5.631128514,20191010
11309,FS,4MO,4.836437685,20191010
11310,FS,4Y,5.65987013,20191010
11311,FS,5Y,5.748505747,20191010
11312,FS,6MO,4.925830549,20191010
11313,FS,9MO,4.972383505,20191010
11314,IB1,18MO,0.939289394,20191010
11315,IB1,1MO,0.227198824,20191010
11316,IB1,1Y,0.821140293,20191010
11317,IB1,2M,0.408482979,20191010
11318,IB1,2Y,1.033875862,20191010
11319,IB1,3MO,0.439439216,20191010
11320,IB1,3Y,1.189984,20191010
11321,IB1,4MO,0.579062667,20191010
11322,IB1,4Y,1.0935,20191010
11323,IB1,5Y,1.079266667,20191010
11324,IB1,6MO,0.660754587,20191010
11325,IB1,9MO,0.74650411,20191010
11326,IPC,10Y,2.180490303,20191010
11327,IPC,15Y,2.712326786,20191010
11328,IPC,18MO,1.575428404,20191010
11329,IPC,1MO,0.693373333,20191010
11330,IPC,1Y,1.376209605,20191010
11331,IPC,20Y,3.291590476,20191010
11332,IPC,25Y,3.374547619,20191010
11333,IPC,2M,0.5296575,20191010
11334,IPC,2Y,1.643477617,20191010
11335,IPC,3MO,0.823691228,20191010
11336,IPC,3Y,1.684313778,20191010
11337,IPC,4MO,0.898781944,20191010
11338,IPC,4Y,1.722919697,20191010
11339,IPC,5Y,1.875535135,20191010
11340,IPC,6MO,0.975707527,20191010
11341,IPC,9MO,1.085174603,20191010
11342,FS,10Y,6.049569725,20191011
11343,FS,15Y,5.313571429,20191011
11344,FS,18MO,5.302666205,20191011
11345,FS,1MO,4.485909958,20191011
11346,FS,1Y,5.10899529,20191011
11347,FS,2M,4.642866536,20191011
11348,FS,2Y,5.4488125,20191011
11349,FS,3MO,4.745091493,20191011
11350,FS,3Y,5.633462151,20191011
11351,FS,4MO,4.762327434,20191011
11352,FS,4Y,5.670960526,20191011
11353,FS,5Y,5.755022989,20191011
11354,FS,6MO,4.851617156,20191011
11355,FS,9MO,4.970842975,20191011
11356,IB1,18MO,0.912261929,20191011
11357,IB1,1MO,0.343229268,20191011
11358,IB1,1Y,0.827987132,20191011
11359,IB1,2M,0.427137895,20191011
11360,IB1,2Y,1.023573504,20191011
11361,IB1,3MO,0.465746,20191011
11362,IB1,3Y,1.186057692,20191011
11363,IB1,4MO,0.590744156,20191011
11364,IB1,4Y,1.0758,20191011
11365,IB1,5Y,1.062033333,20191011
11366,IB1,6MO,0.665052778,20191011
11367,IB1,9MO,0.746802703,20191011
11368,IPC,10Y,2.191415758,20191011
11369,IPC,15Y,2.724821429,20191011
11370,IPC,18MO,1.556436744,20191011
11371,IPC,1MO,0.688008,20191011
11372,IPC,1Y,1.360019282,20191011
11373,IPC,20Y,3.304061905,20191011
11374,IPC,25Y,3.386371429,20191011
11375,IPC,2M,0.533504878,20191011
11376,IPC,2Y,1.653528521,20191011
11377,IPC,3MO,0.831872581,20191011
11378,IPC,3Y,1.679484,20191011
11379,IPC,4MO,0.916428788,20191011
11380,IPC,4Y,1.735723077,20191011
11381,IPC,5Y,1.885818919,20191011
11382,IPC,6MO,0.992753846,20191011
11383,IPC,9MO,1.106797015,20191011
11384,FS,10Y,6.063027778,20191015
11385,FS,15Y,5.326142857,20191015
11386,FS,18MO,5.304499316,20191015
11387,FS,1MO,4.385479058,20191015
11388,FS,1Y,5.109290288,20191015
11389,FS,2M,4.644162142,20191015
11390,FS,2Y,5.454936685,20191015
11391,FS,3MO,4.744723478,20191015
11392,FS,3Y,5.636612,20191015
11393,FS,4MO,4.7695081,20191015
11394,FS,4Y,5.677644737,20191015
11395,FS,5Y,5.763494253,20191015
11396,FS,6MO,4.852436609,20191015
11397,FS,9MO,4.971439364,20191015
11398,IB1,18MO,0.906645,20191015
11399,IB1,1MO,0.349234444,20191015
11400,IB1,1Y,0.824026119,20191015
11401,IB1,2M,0.433648515,20191015
11402,IB1,2Y,1.012330088,20191015
11403,IB1,3MO,0.476240476,20191015
11404,IB1,3Y,1.17256,20191015
11405,IB1,4MO,0.583274699,20191015
11406,IB1,4Y,1.06005,20191015
11407,IB1,5Y,1.047666667,20191015
11408,IB1,6MO,0.659925592,20191015
11409,IB1,9MO,0.730902857,20191015
11410,IPC,10Y,2.216768293,20191015
11411,IPC,15Y,2.757725,20191015
11412,IPC,18MO,1.573967126,20191015
11413,IPC,1MO,0.684104054,20191015
11414,IPC,1Y,1.377275422,20191015
11415,IPC,20Y,3.33152381,20191015
11416,IPC,25Y,3.412804762,20191015
11417,IPC,2M,0.703406667,20191015
11418,IPC,2Y,1.65705694,20191015
11419,IPC,3MO,0.853140385,20191015
11420,IPC,3Y,1.726738053,20191015
11421,IPC,4MO,0.949162857,20191015
11422,IPC,4Y,1.761255385,20191015
11423,IPC,5Y,1.906593333,20191015
11424,IPC,6MO,1.036094382,20191015
11425,IPC,9MO,1.125931429,20191015
11426,FS,10Y,6.09649537,20191016
11427,FS,15Y,5.364714286,20191016
11428,FS,18MO,5.318557065,20191016
11429,FS,1MO,4.662262911,20191016
11430,FS,1Y,5.143014714,20191016
11431,FS,2M,4.716619883,20191016
11432,FS,2Y,5.471276316,20191016
11433,FS,3MO,4.805619125,20191016
11434,FS,3Y,5.637016,20191016
11435,FS,4MO,4.822263812,20191016
11436,FS,4Y,5.702144737,20191016
11437,FS,5Y,5.948397727,20191016
11438,FS,6MO,4.912764706,20191016
11439,FS,9MO,5.00108042,20191016
11440,IB1,18MO,0.910653769,20191016
11441,IB1,1MO,0.375701053,20191016
11442,IB1,1Y,0.824372862,20191016
11443,IB1,2M,0.473551613,20191016
11444,IB1,2Y,1.001294737,20191016
11445,IB1,3MO,0.504007317,20191016
11446,IB1,3Y,1.158536,20191016
11447,IB1,4MO,0.61446,20191016
11448,IB1,4Y,1.04535,20191016
11449,IB1,5Y,1.034133333,20191016
11450,IB1,6MO,0.690338537,20191016
11451,IB1,9MO,0.751942254,20191016
11452,IPC,10Y,2.289089157,20191016
11453,IPC,15Y,2.780348214,20191016
11454,IPC,18MO,1.612531422,20191016
11455,IPC,1MO,0.776078481,20191016
11456,IPC,1Y,1.410293773,20191016
11457,IPC,20Y,3.358252381,20191016
11458,IPC,25Y,3.440314286,20191016
11459,IPC,2M,0.757925275,20191016
11460,IPC,2Y,1.683785563,20191016
11461,IPC,3MO,0.896989796,20191016
11462,IPC,3Y,1.714873894,20191016
11463,IPC,4MO,0.994989189,20191016
11464,IPC,4Y,1.761764615,20191016
11465,IPC,5Y,1.904485333,20191016
11466,IPC,6MO,1.090632955,20191016
11467,IPC,9MO,1.167737838,20191016
11468,FS,10Y,6.10099537,20191017
11469,FS,15Y,5.358571429,20191017
11470,FS,18MO,5.310432836,20191017
11471,FS,1MO,4.700854101,20191017
11472,FS,1Y,5.154299255,20191017
11473,FS,2M,4.655034808,20191017
11474,FS,2Y,5.474774194,20191017
11475,FS,3MO,4.800313953,20191017
11476,FS,3Y,5.675717131,20191017
11477,FS,4MO,4.890400549,20191017
11478,FS,4Y,5.707921053,20191017
11479,FS,5Y,5.942897727,20191017
11480,FS,6MO,4.981098746,20191017
11481,FS,9MO,5.020928214,20191017
11482,IB1,18MO,0.911361929,20191017
11483,IB1,1MO,0.400808247,20191017
11484,IB1,1Y,0.82121283,20191017
11485,IB1,2M,0.500922472,20191017
11486,IB1,2Y,0.98529375,20191017
11487,IB1,3MO,0.52321,20191017
11488,IB1,3Y,1.11874,20191017
11489,IB1,4MO,0.6434,20191017
11490,IB1,4Y,1.0002,20191017
11491,IB1,5Y,0.9895,20191017
11492,IB1,6MO,0.721572277,20191017
11493,IB1,9MO,0.75496962,20191017
11494,IPC,10Y,2.27945241,20191017
11495,IPC,15Y,2.765507143,20191017
11496,IPC,18MO,1.614918594,20191017
11497,IPC,1MO,0.814737037,20191017
11498,IPC,1Y,1.430519013,20191017
11499,IPC,20Y,3.345757143,20191017
11500,IPC,25Y,3.428919048,20191017
11501,IPC,2M,0.797191954,20191017
11502,IPC,2Y,1.688415493,20191017
11503,IPC,3MO,0.930645098,20191017
11504,IPC,3Y,1.734268282,20191017
11505,IPC,4MO,1.028174324,20191017
11506,IPC,4Y,1.746013846,20191017
11507,IPC,5Y,1.899781333,20191017
11508,IPC,6MO,1.121864773,20191017
11509,IPC,9MO,1.192771053,20191017
11510,FS,10Y,6.091296296,20191018
11511,FS,15Y,5.337142857,20191018
11512,FS,18MO,5.315070081,20191018
11513,FS,1MO,4.696389683,20191018
11514,FS,1Y,5.152088818,20191018
11515,FS,2M,4.663354605,20191018
11516,FS,2Y,5.479147793,20191018
11517,FS,3MO,4.818153846,20191018
11518,FS,3Y,5.674832669,20191018
11519,FS,4MO,4.881,20191018
11520,FS,4Y,5.767907895,20191018
11521,FS,5Y,5.904556818,20191018
11522,FS,6MO,4.96470602,20191018
11523,FS,9MO,5.02767863,20191018
11524,IB1,18MO,0.912866497,20191018
11525,IB1,1MO,0.353941489,20191018
11526,IB1,1Y,0.806926136,20191018
11527,IB1,2M,0.500614943,20191018
11528,IB1,2Y,1.016297297,20191018
11529,IB1,3MO,0.511923404,20191018
11530,IB1,3Y,1.131644,20191018
11531,IB1,4MO,0.645357292,20191018
11532,IB1,4Y,1.01125,20191018
11533,IB1,5Y,0.999466667,20191018
11534,IB1,6MO,0.723822335,20191018
11535,IB1,9MO,0.743746154,20191018
11536,IPC,10Y,2.262834337,20191018
11537,IPC,15Y,2.74205,20191018
11538,IPC,18MO,1.609854977,20191018
11539,IPC,1MO,0.811226582,20191018
11540,IPC,1Y,1.415612821,20191018
11541,IPC,20Y,3.319590476,20191018
11542,IPC,25Y,3.401871429,20191018
11543,IPC,2M,0.847104706,20191018
11544,IPC,2Y,1.685416197,20191018
11545,IPC,3MO,0.926514545,20191018
11546,IPC,3Y,1.760308811,20191018
11547,IPC,4MO,1.002643836,20191018
11548,IPC,4Y,1.739343939,20191018
11549,IPC,5Y,1.892825676,20191018
11550,IPC,6MO,1.094033333,20191018
11551,IPC,9MO,1.178058025,20191018
11552,FS,10Y,6.125630556,20191021
11553,FS,15Y,5.371571429,20191021
11554,FS,18MO,5.324578735,20191021
11555,FS,1MO,4.666162321,20191021
11556,FS,1Y,5.158815937,20191021
11557,FS,2M,4.678552226,20191021
11558,FS,2Y,5.48143021,20191021
11559,FS,3MO,4.819670796,20191021
11560,FS,3Y,5.686713147,20191021
11561,FS,4MO,4.912259615,20191021
11562,FS,4Y,5.798394737,20191021
11563,FS,5Y,5.941477778,20191021
11564,FS,6MO,4.989940505,20191021
11565,FS,9MO,5.053828697,20191021
11566,IB1,18MO,0.980773846,20191021
11567,IB1,1MO,0.389990323,20191021
11568,IB1,1Y,0.828430682,20191021
11569,IB1,2M,0.493536905,20191021
11570,IB1,2Y,1.027765789,20191021
11571,IB1,3MO,0.5583,20191021
11572,IB1,3Y,1.13612,20191021
11573,IB1,4MO,0.690287097,20191021
11574,IB1,4Y,1.0143,20191021
11575,IB1,5Y,1.003233333,20191021
11576,IB1,6MO,0.760324121,20191021
11577,IB1,9MO,0.761181081,20191021
11578,IPC,10Y,2.27704,20191021
11579,IPC,15Y,2.7757875,20191021
11580,IPC,18MO,1.604736508,20191021
11581,IPC,1MO,0.811192941,20191021
11582,IPC,1Y,1.373297248,20191021
11583,IPC,20Y,3.350742857,20191021
11584,IPC,25Y,3.430609524,20191021
11585,IPC,2M,0.757972289,20191021
11586,IPC,2Y,1.653528571,20191021
11587,IPC,3MO,0.928246296,20191021
11588,IPC,3Y,1.749720444,20191021
11589,IPC,4MO,0.985044444,20191021
11590,IPC,4Y,1.769186567,20191021
